column_a,trans_id,account_id,type,operation,amount,balance,k_symbol,bank,account,year,month,day,fulldate,fulltime,fulldatewithtime,date
316058,T01424480,A00004852,Credit,Credit in Cash,3700.0,32240.9,,,,2016,5,7,2016-05-07,12:44:24,2016-05-07T12:44:24,2016-05-07
316202,T00731357,A00002499,Debit,Cash Withdrawal,1200.0,31478.9,,,,2016,5,8,2016-05-08,15:48:23,2016-05-08T15:48:23,2016-05-08
316742,T00252901,A00000866,Debit,Remittance to Another Bank,504.0,34545.0,Insurance Payment,Bank of America,94022661.0,2016,5,8,2016-05-08,12:08:03,2016-05-08T12:08:03,2016-05-08
316746,T00252757,A00000866,Debit,Remittance to Another Bank,465.0,34080.0,Household,State Street Corp.,81990486.0,2016,5,8,2016-05-08,12:27:42,2016-05-08T12:27:42,2016-05-08
317625,T00435321,A00001479,Debit,Remittance to Another Bank,2162.0,29187.4,Household,TD Bank,35573202.0,2016,5,10,2016-05-10,15:11:41,2016-05-10T15:11:41,2016-05-10
317837,T00005269,A00000022,Debit,Remittance to Another Bank,6352.0,39804.1,Household,Capital One,34691494.0,2016,5,10,2016-05-10,08:24:31,2016-05-10T08:24:31,2016-05-10
317958,T00252829,A00000866,Debit,Remittance to Another Bank,38.0,34042.0, ,Citigroup,26753026.0,2016,5,10,2016-05-10,15:56:31,2016-05-10T15:56:31,2016-05-10
318430,T00005427,A00000022,Debit,Cash Withdrawal,7500.0,32304.1,,,,2016,5,11,2016-05-11,15:56:24,2016-05-11T15:56:24,2016-05-11
318568,T00252685,A00000866,Credit,Credit in Cash,12644.0,46686.0,,,,2016,5,11,2016-05-11,15:18:53,2016-05-11T15:18:53,2016-05-11
318634,T00731138,A00002499,Credit,Credit in Cash,5855.0,37333.9,,,,2016,5,12,2016-05-12,08:45:37,2016-05-12T08:45:37,2016-05-12
319202,T00005209,A00000022,Credit,Credit in Cash,16873.0,49177.1,,,,2016,5,12,2016-05-12,13:41:24,2016-05-12T13:41:24,2016-05-12
319279,T01424339,A00004852,Debit,Remittance to Another Bank,5925.0,33506.9,Loan Payment,State Street Corp.,98242383.0,2016,5,12,2016-05-12,12:10:26,2016-05-12T12:10:26,2016-05-12
319284,T01424243,A00004852,Credit,Credit in Cash,7191.0,39431.9,,,,2016,5,12,2016-05-12,10:17:39,2016-05-12T10:17:39,2016-05-12
321569,T00172911,A00000580,Credit,Credit in Cash,500.0,500.0,,,,2016,5,20,2016-05-20,08:27:02,2016-05-20T08:27:02,2016-05-20
322062,T00005326,A00000022,Debit,Cash Withdrawal,4400.0,44777.1,,,,2016,5,23,2016-05-23,14:15:33,2016-05-23T14:15:33,2016-05-23
322217,T00253202,A00000866,Debit,Cash Withdrawal,7200.0,39486.0,,,,2016,5,24,2016-05-24,16:21:02,2016-05-24T16:21:02,2016-05-24
322613,T00005327,A00000022,Debit,Cash Withdrawal,800.0,43977.1,,,,2016,5,27,2016-05-27,14:41:13,2016-05-27T14:41:13,2016-05-27
322682,T00435466,A00001479,Debit,Cash Withdrawal,1700.0,27487.4,,,,2016,5,28,2016-05-28,13:10:57,2016-05-28T13:10:57,2016-05-28
322958,T00358178,A00001216,Debit,Cash Withdrawal,600.0,21345.3,,,,2016,5,30,2016-05-30,14:28:21,2016-05-30T14:28:21,2016-05-30
323411,T03579082,A00001479,Credit,,119.3,27606.7,Interest Credited,,,2016,5,31,2016-05-31,13:28:59,2016-05-31T13:28:59,2016-05-31
323642,T03558838,A00000866,Credit,,172.3,39658.3,Interest Credited,,,2016,5,31,2016-05-31,11:13:46,2016-05-31T11:13:46,2016-05-31
324787,T00435422,A00001479,Debit,Cash Withdrawal,14.6,27592.1,Payment on Statement,,,2016,5,31,2016-05-31,16:45:39,2016-05-31T16:45:39,2016-05-31
326660,T00005371,A00000022,Debit,Cash Withdrawal,14.6,44154.5,Payment on Statement,,,2016,5,31,2016-05-31,13:01:23,2016-05-31T13:01:23,2016-05-31
326894,T01424437,A00004852,Debit,Cash Withdrawal,14.6,33630.3,Payment on Statement,,,2016,5,31,2016-05-31,11:40:30,2016-05-31T11:40:30,2016-05-31
327103,T03612852,A00002499,Credit,,148.5,37482.4,Interest Credited,,,2016,5,31,2016-05-31,09:04:20,2016-05-31T09:04:20,2016-05-31
327231,T03667373,A00004852,Credit,,138.0,33644.9,Interest Credited,,,2016,5,31,2016-05-31,16:33:43,2016-05-31T16:33:43,2016-05-31
327404,T03570662,A00001216,Credit,,77.3,21422.6,Interest Credited,,,2016,5,31,2016-05-31,12:56:28,2016-05-31T12:56:28,2016-05-31
327794,T00253131,A00000866,Debit,Cash Withdrawal,14.6,39643.7,Payment on Statement,,,2016,5,31,2016-05-31,14:55:12,2016-05-31T14:55:12,2016-05-31
327872,T03530993,A00000022,Credit,,192.0,44169.1,Interest Credited,,,2016,5,31,2016-05-31,13:55:41,2016-05-31T13:55:41,2016-05-31
329046,T00358053,A00001216,Credit,Collection from Another Bank,3524.0,24946.6,,PNC Financial Services,67353.0,2016,6,5,2016-06-05,16:23:51,2016-06-05T16:23:51,2016-06-05
329455,T00252974,A00000866,Debit,Remittance to Another Bank,3844.0,35799.7, ,U.S. Bancorp,70676672.0,2016,6,5,2016-06-05,09:04:00,2016-06-05T09:04:00,2016-06-05
329611,T00172917,A00000580,Credit,Credit in Cash,11895.0,12395.0,,,,2016,6,6,2016-06-06,16:44:09,2016-06-06T16:44:09,2016-06-06
329741,T00435274,A00001479,Credit,Collection from Another Bank,3244.0,30836.1,,Wells Fargo & Co.,79756843.0,2016,6,6,2016-06-06,12:02:49,2016-06-06T12:02:49,2016-06-06
330003,T01424292,A00004852,Debit,Remittance to Another Bank,4794.0,31436.3,Household,TD Bank,23212576.0,2016,6,6,2016-06-06,09:48:40,2016-06-06T09:48:40,2016-06-06
330005,T01424481,A00004852,Credit,Credit in Cash,2600.0,36230.3,,,,2016,6,6,2016-06-06,13:19:53,2016-06-06T13:19:53,2016-06-06
330194,T00731358,A00002499,Debit,Cash Withdrawal,1200.0,36282.4,,,,2016,6,7,2016-06-07,16:16:18,2016-06-07T16:16:18,2016-06-07
331100,T00435354,A00001479,Debit,Cash Withdrawal,3930.0,26906.1,,,,2016,6,8,2016-06-08,15:47:24,2016-06-08T15:47:24,2016-06-08
331325,T00005330,A00000022,Debit,Cash Withdrawal,4600.0,39554.5,,,,2016,6,8,2016-06-08,16:17:38,2016-06-08T16:17:38,2016-06-08
331469,T00252902,A00000866,Debit,Remittance to Another Bank,504.0,35295.7,Insurance Payment,Bank of America,94022661.0,2016,6,8,2016-06-08,10:24:25,2016-06-08T10:24:25,2016-06-08
331471,T00252758,A00000866,Debit,Remittance to Another Bank,465.0,34830.7,Household,State Street Corp.,81990486.0,2016,6,8,2016-06-08,11:12:51,2016-06-08T11:12:51,2016-06-08
332446,T00435322,A00001479,Debit,Remittance to Another Bank,2162.0,24744.1,Household,TD Bank,35573202.0,2016,6,10,2016-06-10,10:04:54,2016-06-10T10:04:54,2016-06-10
332682,T00005270,A00000022,Debit,Remittance to Another Bank,6352.0,33202.5,Household,Capital One,34691494.0,2016,6,10,2016-06-10,16:20:55,2016-06-10T16:20:55,2016-06-10
332686,T00005428,A00000022,Debit,Cash Withdrawal,400.0,32802.5,,,,2016,6,10,2016-06-10,11:42:35,2016-06-10T11:42:35,2016-06-10
332813,T00252830,A00000866,Debit,Remittance to Another Bank,38.0,34792.7, ,Citigroup,26753026.0,2016,6,10,2016-06-10,12:28:44,2016-06-10T12:28:44,2016-06-10
333516,T00252686,A00000866,Credit,Credit in Cash,18966.0,53758.7,,,,2016,6,11,2016-06-11,15:46:40,2016-06-11T15:46:40,2016-06-11
333598,T00731139,A00002499,Credit,Credit in Cash,8782.0,45064.4,,,,2016,6,12,2016-06-12,15:32:34,2016-06-12T15:32:34,2016-06-12
334205,T00005210,A00000022,Credit,Credit in Cash,25310.0,58112.5,,,,2016,6,12,2016-06-12,11:47:36,2016-06-12T11:47:36,2016-06-12
334288,T01424340,A00004852,Debit,Remittance to Another Bank,5925.0,36297.3,Loan Payment,State Street Corp.,98242383.0,2016,6,12,2016-06-12,13:05:29,2016-06-12T13:05:29,2016-06-12
334289,T01424244,A00004852,Credit,Credit in Cash,10786.0,42222.3,,,,2016,6,12,2016-06-12,12:21:52,2016-06-12T12:21:52,2016-06-12
334473,T00731211,A00002499,Debit,Remittance to Another Bank,1933.0,43131.4, ,Capital One,97045737.0,2016,6,13,2016-06-13,10:12:08,2016-06-13T10:12:08,2016-06-13
335873,T00253008,A00000866,Debit,Cash Withdrawal,19700.0,34058.7,,,,2016,6,14,2016-06-14,08:13:12,2016-06-14T08:13:12,2016-06-14
336073,T00005303,A00000022,Debit,Cash Withdrawal,27600.0,30512.5,,,,2016,6,15,2016-06-15,08:39:57,2016-06-15T08:39:57,2016-06-15
336772,T00173073,A00000580,Credit,Credit in Cash,6300.0,18695.0,,,,2016,6,19,2016-06-19,09:39:47,2016-06-19T09:39:47,2016-06-19
336908,T00253076,A00000866,Debit,Cash Withdrawal,2700.0,31358.7,,,,2016,6,19,2016-06-19,09:08:23,2016-06-19T09:08:23,2016-06-19
337453,T00005329,A00000022,Debit,Cash Withdrawal,1400.0,29112.5,,,,2016,6,22,2016-06-22,16:49:40,2016-06-22T16:49:40,2016-06-22
337654,T01424411,A00004852,Debit,Cash Withdrawal,2640.0,33657.3,,,,2016,6,23,2016-06-23,13:21:04,2016-06-23T13:21:04,2016-06-23
337671,T00253203,A00000866,Credit,Credit in Cash,2800.0,34158.7,,,,2016,6,23,2016-06-23,11:49:17,2016-06-23T11:49:17,2016-06-23
338297,T00435467,A00001479,Credit,Credit in Cash,2400.0,27144.1,,,,2016,6,27,2016-06-27,14:60:13,2016-06-27T14:60:13,2016-06-27
338399,T00731278,A00002499,Debit,Cash Withdrawal,25800.0,17331.4,,,,2016,6,28,2016-06-28,09:20:49,2016-06-28T09:20:49,2016-06-28
338642,T00358179,A00001216,Debit,Cash Withdrawal,2000.0,22946.6,,,,2016,6,29,2016-06-29,16:38:40,2016-06-29T16:38:40,2016-06-29
338743,T00731325,A00002499,Debit,Cash Withdrawal,14.6,17477.2,Payment on Statement,,,2016,6,30,2016-06-30,10:09:45,2016-06-30T10:09:45,2016-06-30
339095,T03579083,A00001479,Credit,,107.7,27251.8,Interest Credited,,,2016,6,30,2016-06-30,09:29:26,2016-06-30T09:29:26,2016-06-30
339337,T03558839,A00000866,Credit,,152.3,34311.0,Interest Credited,,,2016,6,30,2016-06-30,14:21:49,2016-06-30T14:21:49,2016-06-30
340551,T00435423,A00001479,Debit,Cash Withdrawal,14.6,27237.2,Payment on Statement,,,2016,6,30,2016-06-30,12:53:21,2016-06-30T12:53:21,2016-06-30
341359,T03549769,A00000580,Credit,,31.2,18726.2,Interest Credited,,,2016,6,30,2016-06-30,13:57:40,2016-06-30T13:57:40,2016-06-30
342495,T00005372,A00000022,Debit,Cash Withdrawal,14.6,29251.8,Payment on Statement,,,2016,6,30,2016-06-30,09:53:31,2016-06-30T09:53:31,2016-06-30
342732,T01424438,A00004852,Debit,Cash Withdrawal,14.6,33784.4,Payment on Statement,,,2016,6,30,2016-06-30,08:45:23,2016-06-30T08:45:23,2016-06-30
342906,T03612853,A00002499,Credit,,160.4,17491.8,Interest Credited,,,2016,6,30,2016-06-30,12:53:28,2016-06-30T12:53:28,2016-06-30
343072,T03667374,A00004852,Credit,,141.7,33799.0,Interest Credited,,,2016,6,30,2016-06-30,15:38:23,2016-06-30T15:38:23,2016-06-30
343309,T03570663,A00001216,Credit,,89.4,23036.0,Interest Credited,,,2016,6,30,2016-06-30,10:16:12,2016-06-30T10:16:12,2016-06-30
343666,T00253132,A00000866,Debit,Cash Withdrawal,14.6,34296.4,Payment on Statement,,,2016,6,30,2016-06-30,12:47:06,2016-06-30T12:47:06,2016-06-30
343778,T03530994,A00000022,Credit,,153.9,29266.4,Interest Credited,,,2016,6,30,2016-06-30,15:41:34,2016-06-30T15:41:34,2016-06-30
344160,T00731308,A00002499,Debit,Cash Withdrawal,4800.0,12677.2,,,,2016,7,2,2016-07-02,08:19:07,2016-07-02T08:19:07,2016-07-02
344577,T00731248,A00002499,Debit,Remittance to Another Bank,1858.0,10819.2,Insurance Payment,Citigroup,12857330.0,2016,7,5,2016-07-05,11:04:59,2016-07-05T11:04:59,2016-07-05
344802,T00358090,A00001216,Debit,Remittance to Another Bank,2349.0,24211.0,Household,PNC Financial Services,9067219.0,2016,7,5,2016-07-05,09:59:53,2016-07-05T09:59:53,2016-07-05
344803,T00358054,A00001216,Credit,Collection from Another Bank,3524.0,26560.0,,PNC Financial Services,67353.0,2016,7,5,2016-07-05,13:46:28,2016-07-05T13:46:28,2016-07-05
345199,T00252975,A00000866,Debit,Remittance to Another Bank,3844.0,30452.4, ,U.S. Bancorp,70676672.0,2016,7,5,2016-07-05,13:25:15,2016-07-05T13:25:15,2016-07-05
345349,T00172918,A00000580,Credit,Credit in Cash,7930.0,26656.2,,,,2016,7,6,2016-07-06,13:23:16,2016-07-06T13:23:16,2016-07-06
345472,T00435275,A00001479,Credit,Collection from Another Bank,3244.0,30481.2,,Wells Fargo & Co.,79756843.0,2016,7,6,2016-07-06,14:01:22,2016-07-06T14:01:22,2016-07-06
345729,T01424293,A00004852,Debit,Remittance to Another Bank,4794.0,27890.4,Household,TD Bank,23212576.0,2016,7,6,2016-07-06,09:40:10,2016-07-06T09:40:10,2016-07-06
345730,T01424482,A00004852,Debit,Cash Withdrawal,1100.0,32684.4,,,,2016,7,6,2016-07-06,16:56:54,2016-07-06T16:56:54,2016-07-06
345917,T00731359,A00002499,Credit,Credit in Cash,9400.0,20219.2,,,,2016,7,7,2016-07-07,14:13:13,2016-07-07T14:13:13,2016-07-07
346803,T00435396,A00001479,Debit,Cash Withdrawal,900.0,29581.2,,,,2016,7,8,2016-07-08,16:59:33,2016-07-08T16:59:33,2016-07-08
347165,T00252903,A00000866,Debit,Remittance to Another Bank,504.0,29948.4,Insurance Payment,Bank of America,94022661.0,2016,7,8,2016-07-08,09:32:24,2016-07-08T09:32:24,2016-07-08
347167,T00252759,A00000866,Debit,Remittance to Another Bank,465.0,29483.4,Household,State Street Corp.,81990486.0,2016,7,8,2016-07-08,13:31:23,2016-07-08T13:31:23,2016-07-08
348111,T00435323,A00001479,Debit,Remittance to Another Bank,2162.0,27419.2,Household,TD Bank,35573202.0,2016,7,10,2016-07-10,10:37:16,2016-07-10T10:37:16,2016-07-10
348354,T00005271,A00000022,Debit,Remittance to Another Bank,6352.0,27799.8,Household,Capital One,34691494.0,2016,7,10,2016-07-10,08:14:13,2016-07-10T08:14:13,2016-07-10
348356,T00005429,A00000022,Credit,Credit in Cash,4900.0,34151.8,,,,2016,7,10,2016-07-10,15:28:00,2016-07-10T15:28:00,2016-07-10
348482,T00252831,A00000866,Debit,Remittance to Another Bank,38.0,29445.4, ,Citigroup,26753026.0,2016,7,10,2016-07-10,12:44:08,2016-07-10T12:44:08,2016-07-10
348550,T00731176,A00002499,Debit,Remittance to Another Bank,112.0,20107.2,Household,Citigroup,26827723.0,2016,7,11,2016-07-11,15:19:20,2016-07-11T15:19:20,2016-07-11
349153,T00252687,A00000866,Credit,Credit in Cash,12644.0,42089.4,,,,2016,7,11,2016-07-11,08:39:56,2016-07-11T08:39:56,2016-07-11
349232,T00731140,A00002499,Credit,Credit in Cash,5855.0,25962.2,,,,2016,7,12,2016-07-12,08:28:60,2016-07-12T08:28:60,2016-07-12
349828,T00005211,A00000022,Credit,Credit in Cash,16873.0,44672.8,,,,2016,7,12,2016-07-12,14:58:09,2016-07-12T14:58:09,2016-07-12
349914,T01424341,A00004852,Debit,Remittance to Another Bank,5925.0,29156.4,Loan Payment,State Street Corp.,98242383.0,2016,7,12,2016-07-12,14:56:20,2016-07-12T14:56:20,2016-07-12
349915,T01424245,A00004852,Credit,Credit in Cash,7191.0,35081.4,,,,2016,7,12,2016-07-12,12:16:59,2016-07-12T12:16:59,2016-07-12
350097,T00731212,A00002499,Debit,Remittance to Another Bank,1933.0,24029.2, ,Capital One,97045737.0,2016,7,13,2016-07-13,12:32:02,2016-07-13T12:32:02,2016-07-13
352241,T00173074,A00000580,Credit,Credit in Cash,500.0,27156.2,,,,2016,7,19,2016-07-19,09:21:38,2016-07-19T09:21:38,2016-07-19
352967,T00253204,A00000866,Debit,Cash Withdrawal,1800.0,40289.4,,,,2016,7,23,2016-07-23,15:39:05,2016-07-23T15:39:05,2016-07-23
353459,T00435468,A00001479,Credit,Credit in Cash,1200.0,28619.2,,,,2016,7,27,2016-07-27,12:29:07,2016-07-27T12:29:07,2016-07-27
353751,T00358180,A00001216,Debit,Cash Withdrawal,7400.0,16811.0,,,,2016,7,29,2016-07-29,13:06:27,2016-07-29T13:06:27,2016-07-29
354001,T00731326,A00002499,Debit,Cash Withdrawal,14.6,24105.3,Payment on Statement,,,2016,7,31,2016-07-31,08:59:15,2016-07-31T08:59:15,2016-07-31
354364,T03579084,A00001479,Credit,,115.3,28734.5,Interest Credited,,,2016,7,31,2016-07-31,11:50:33,2016-07-31T11:50:33,2016-07-31
354628,T03558840,A00000866,Credit,,158.6,40447.9,Interest Credited,,,2016,7,31,2016-07-31,11:03:52,2016-07-31T11:03:52,2016-07-31
355871,T00358147,A00001216,Debit,Cash Withdrawal,14.6,16901.2,Payment on Statement,,,2016,7,31,2016-07-31,14:29:39,2016-07-31T14:29:39,2016-07-31
355886,T00435424,A00001479,Debit,Cash Withdrawal,14.6,28719.9,Payment on Statement,,,2016,7,31,2016-07-31,10:31:31,2016-07-31T10:31:31,2016-07-31
356692,T03549770,A00000580,Credit,,92.7,27248.8,Interest Credited,,,2016,7,31,2016-07-31,11:04:43,2016-07-31T11:04:43,2016-07-31
357927,T00005373,A00000022,Debit,Cash Withdrawal,14.6,44820.4,Payment on Statement,,,2016,7,31,2016-07-31,11:16:52,2016-07-31T11:16:52,2016-07-31
358175,T01424439,A00004852,Debit,Cash Withdrawal,14.6,29283.6,Payment on Statement,,,2016,7,31,2016-07-31,12:58:13,2016-07-31T12:58:13,2016-07-31
358384,T03612854,A00002499,Credit,,90.7,24119.9,Interest Credited,,,2016,7,31,2016-07-31,09:00:14,2016-07-31T09:00:14,2016-07-31
358522,T03667375,A00004852,Credit,,141.8,29298.2,Interest Credited,,,2016,7,31,2016-07-31,09:36:57,2016-07-31T09:36:57,2016-07-31
358762,T03570664,A00001216,Credit,,104.8,16915.8,Interest Credited,,,2016,7,31,2016-07-31,11:32:33,2016-07-31T11:32:33,2016-07-31
359159,T00253133,A00000866,Debit,Cash Withdrawal,14.6,40433.3,Payment on Statement,,,2016,7,31,2016-07-31,09:32:44,2016-07-31T09:32:44,2016-07-31
359241,T03530995,A00000022,Credit,,162.1,44835.0,Interest Credited,,,2016,7,31,2016-07-31,10:41:09,2016-07-31T10:41:09,2016-07-31
360138,T00731249,A00002499,Debit,Remittance to Another Bank,1858.0,22247.3,Insurance Payment,Citigroup,12857330.0,2016,8,5,2016-08-05,10:28:54,2016-08-05T10:28:54,2016-08-05
360362,T00358091,A00001216,Debit,Remittance to Another Bank,2349.0,18076.2,Household,PNC Financial Services,9067219.0,2016,8,5,2016-08-05,11:44:49,2016-08-05T11:44:49,2016-08-05
360364,T00358055,A00001216,Credit,Collection from Another Bank,3524.0,20425.2,,PNC Financial Services,67353.0,2016,8,5,2016-08-05,10:53:09,2016-08-05T10:53:09,2016-08-05
360685,T01424483,A00004852,Debit,Cash Withdrawal,1200.0,28083.6,,,,2016,8,5,2016-08-05,14:49:14,2016-08-05T14:49:14,2016-08-05
360789,T00252976,A00000866,Debit,Remittance to Another Bank,3844.0,36589.3, ,U.S. Bancorp,70676672.0,2016,8,5,2016-08-05,11:54:20,2016-08-05T11:54:20,2016-08-05
360854,T00731360,A00002499,Credit,Credit in Cash,3900.0,26147.3,,,,2016,8,6,2016-08-06,10:21:27,2016-08-06T10:21:27,2016-08-06
360956,T00172919,A00000580,Credit,Credit in Cash,7930.0,35178.8,,,,2016,8,6,2016-08-06,14:31:52,2016-08-06T14:31:52,2016-08-06
361086,T00435276,A00001479,Credit,Collection from Another Bank,3244.0,31963.9,,Wells Fargo & Co.,79756843.0,2016,8,6,2016-08-06,14:27:31,2016-08-06T14:27:31,2016-08-06
361371,T01424294,A00004852,Debit,Remittance to Another Bank,4794.0,23289.6,Household,TD Bank,23212576.0,2016,8,6,2016-08-06,16:06:39,2016-08-06T16:06:39,2016-08-06
362887,T00252904,A00000866,Debit,Remittance to Another Bank,504.0,36085.3,Insurance Payment,Bank of America,94022661.0,2016,8,8,2016-08-08,15:39:01,2016-08-08T15:39:01,2016-08-08
362889,T00252760,A00000866,Debit,Remittance to Another Bank,465.0,35620.3,Household,State Street Corp.,81990486.0,2016,8,8,2016-08-08,13:15:13,2016-08-08T13:15:13,2016-08-08
363424,T00005430,A00000022,Debit,Cash Withdrawal,5500.0,39320.4,,,,2016,8,9,2016-08-09,16:22:06,2016-08-09T16:22:06,2016-08-09
363877,T00435324,A00001479,Debit,Remittance to Another Bank,2162.0,29801.9,Household,TD Bank,35573202.0,2016,8,10,2016-08-10,16:03:08,2016-08-10T16:03:08,2016-08-10
364114,T00005272,A00000022,Debit,Remittance to Another Bank,6352.0,32968.4,Household,Capital One,34691494.0,2016,8,10,2016-08-10,12:16:06,2016-08-10T12:16:06,2016-08-10
364270,T00252832,A00000866,Debit,Remittance to Another Bank,38.0,35582.3, ,Citigroup,26753026.0,2016,8,10,2016-08-10,13:01:18,2016-08-10T13:01:18,2016-08-10
364348,T00731177,A00002499,Debit,Remittance to Another Bank,112.0,26035.3,Household,Citigroup,26827723.0,2016,8,11,2016-08-11,13:48:11,2016-08-11T13:48:11,2016-08-11
364964,T00252688,A00000866,Credit,Credit in Cash,12644.0,48226.3,,,,2016,8,11,2016-08-11,09:39:41,2016-08-11T09:39:41,2016-08-11
365040,T00731141,A00002499,Credit,Credit in Cash,5855.0,31890.3,,,,2016,8,12,2016-08-12,09:20:49,2016-08-12T09:20:49,2016-08-12
365660,T00005212,A00000022,Credit,Credit in Cash,16873.0,49841.4,,,,2016,8,12,2016-08-12,16:04:08,2016-08-12T16:04:08,2016-08-12
365740,T01424342,A00004852,Debit,Remittance to Another Bank,5925.0,24555.6,Loan Payment,State Street Corp.,98242383.0,2016,8,12,2016-08-12,08:09:05,2016-08-12T08:09:05,2016-08-12
365748,T01424246,A00004852,Credit,Credit in Cash,7191.0,30480.6,,,,2016,8,12,2016-08-12,11:40:34,2016-08-12T11:40:34,2016-08-12
365940,T00731213,A00002499,Debit,Remittance to Another Bank,1933.0,29957.3, ,Capital One,97045737.0,2016,8,13,2016-08-13,08:13:02,2016-08-13T08:13:02,2016-08-13
367998,T00173075,A00000580,Debit,Cash Withdrawal,5100.0,30078.8,,,,2016,8,18,2016-08-18,12:59:20,2016-08-18T12:59:20,2016-08-18
368797,T00253205,A00000866,Debit,Cash Withdrawal,5700.0,42526.3,,,,2016,8,22,2016-08-22,16:50:03,2016-08-22T16:50:03,2016-08-22
369329,T00435469,A00001479,Credit,Credit in Cash,1600.0,31401.9,,,,2016,8,26,2016-08-26,15:30:09,2016-08-26T15:30:09,2016-08-26
369640,T00358181,A00001216,Debit,Cash Withdrawal,900.0,17176.2,,,,2016,8,28,2016-08-28,14:46:48,2016-08-28T14:46:48,2016-08-28
370064,T00731327,A00002499,Debit,Cash Withdrawal,14.6,30060.7,Payment on Statement,,,2016,8,31,2016-08-31,16:41:01,2016-08-31T16:41:01,2016-08-31
370433,T03579085,A00001479,Credit,,124.0,31525.9,Interest Credited,,,2016,8,31,2016-08-31,15:40:02,2016-08-31T15:40:02,2016-08-31
370731,T03558841,A00000866,Credit,,178.5,42704.8,Interest Credited,,,2016,8,31,2016-08-31,12:25:09,2016-08-31T12:25:09,2016-08-31
371998,T00358148,A00001216,Debit,Cash Withdrawal,14.6,17235.8,Payment on Statement,,,2016,8,31,2016-08-31,16:23:56,2016-08-31T16:23:56,2016-08-31
372013,T00435425,A00001479,Debit,Cash Withdrawal,14.6,31511.3,Payment on Statement,,,2016,8,31,2016-08-31,09:33:26,2016-08-31T09:33:26,2016-08-31
372877,T03549771,A00000580,Credit,,118.7,30197.5,Interest Credited,,,2016,8,31,2016-08-31,12:13:40,2016-08-31T12:13:40,2016-08-31
374150,T00005374,A00000022,Debit,Cash Withdrawal,14.6,50023.0,Payment on Statement,,,2016,8,31,2016-08-31,12:41:43,2016-08-31T12:41:43,2016-08-31
374412,T01424440,A00004852,Debit,Cash Withdrawal,14.6,24644.5,Payment on Statement,,,2016,8,31,2016-08-31,16:47:57,2016-08-31T16:47:57,2016-08-31
374615,T03612855,A00002499,Credit,,118.1,30075.3,Interest Credited,,,2016,8,31,2016-08-31,09:34:43,2016-08-31T09:34:43,2016-08-31
374752,T03667376,A00004852,Credit,,103.6,24659.1,Interest Credited,,,2016,8,31,2016-08-31,12:04:32,2016-08-31T12:04:32,2016-08-31
374990,T03570665,A00001216,Credit,,74.2,17250.4,Interest Credited,,,2016,8,31,2016-08-31,15:23:23,2016-08-31T15:23:23,2016-08-31
375445,T00253134,A00000866,Debit,Cash Withdrawal,14.6,42690.2,Payment on Statement,,,2016,8,31,2016-08-31,15:15:37,2016-08-31T15:15:37,2016-08-31
